"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";MPN;Sexo;"Rango de edad"
batman;Batman;"Bustos y Figuras";Medida;10;Color;Blanco;;;550.00;390.00;0.05;12.00;12.00;12.00;;imp-15;;SI;NO;"<p>La medida proporcionada, es el&nbsp;tama&ntilde;o&nbsp;total de la impresi&oacute;n.</p>

<p><br />
&iexcl;Trabajamos a pedido! Demoramos entre 24 y 96 hs en realizar tu impresi&oacute;n. Consultanos por distintos tama&ntilde;os, personalizaciones u otros dise&ntilde;os. Tambien realizamos trabajos de pintura (ver categoria &quot;EXCLUSIVOS&quot;)</p>

<p>&nbsp;</p>

<p>Material: PLA&nbsp;</p>

<p>Impresiones realizadas en Mar del Plata.</p>
";"impresion 3d, mardel3d, 3d, mar del plata impresion 3d";;;Mardel3D;SI;;;
batman;;;Medida;10;Color;Negro;;;550.00;390.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;10;Color;Acqua;;;550.00;390.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;10;Color;Amarillo;;;550.00;390.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;10;Color;Azul;;;550.00;390.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;10;Color;Bordó;;;560.00;510.00;0.05;0.00;0.00;0.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;10;Color;Celeste;;;550.00;390.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;10;Color;Chocolate;;;550.00;390.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;10;Color;Cobalto;;;550.00;390.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;10;Color;Cobre;;;550.00;390.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;10;Color;Dorado;;;550.00;390.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;10;Color;Fucsia;;;550.00;390.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;10;Color;Gris;;;550.00;390.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;10;Color;"Gris Claro";;;550.00;390.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;10;Color;"Gris Metalizado";;;550.00;390.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;10;Color;Kriptonita;;;550.00;390.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;10;Color;Naranja;;;550.00;390.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;10;Color;Piedra;;;560.00;510.00;0.00;0.00;0.00;0.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;10;Color;Rojo;;;550.00;390.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;10;Color;Rosa;;;550.00;390.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;10;Color;Verde;;;550.00;390.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;10;Color;Violeta;;;550.00;390.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;Blanco;;;1,060.00;65,240.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;Negro;;;1,060.00;65,240.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;Acqua;;;1,060.00;65,240.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;Bordó;;;1,080.00;980.00;0.05;0.00;0.00;0.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;Amarillo;;;1,060.00;65,240.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;Azul;;;1,060.00;65,240.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;Celeste;;;1,060.00;65,240.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;Chocolate;;;1,060.00;65,240.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;Cobalto;;;1,060.00;65,240.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;Cobre;;;1,060.00;65,240.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;Dorado;;;1,060.00;65,240.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;Fucsia;;;1,060.00;65,240.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;Gris;;;1,060.00;65,240.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;"Gris Claro";;;1,060.00;65,240.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;"Gris Metalizado";;;1,060.00;65,240.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;Kriptonita;;;1,060.00;65,240.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;Piedra;;;1,080.00;980.00;0.00;0.00;0.00;0.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;Naranja;;;1,060.00;65,240.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;Rojo;;;1,060.00;65,240.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;Rosa;;;1,060.00;65,240.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;Verde;;;1,060.00;65,240.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;15;Color;Violeta;;;1,060.00;65,240.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;Blanco;;;1,820.00;111,990.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;Negro;;;1,820.00;111,990.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;Bordó;;;1,830.00;1,560.00;0.05;0.00;0.00;0.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;Acqua;;;1,820.00;111,990.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;Amarillo;;;1,820.00;111,990.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;Azul;;;1,820.00;111,990.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;Celeste;;;1,820.00;111,990.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;Chocolate;;;1,820.00;111,990.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;Cobalto;;;1,820.00;111,990.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;Cobre;;;1,820.00;111,990.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;Dorado;;;1,820.00;111,990.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;Fucsia;;;1,820.00;111,990.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;Gris;;;1,820.00;111,990.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;"Gris Claro";;;1,820.00;111,990.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;"Gris Metalizado";;;1,820.00;111,990.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;Piedra;;;1,830.00;1,560.00;0.00;0.00;0.00;0.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;Kriptonita;;;1,820.00;111,990.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;Naranja;;;1,820.00;111,990.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;Rojo;;;1,820.00;111,990.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;Rosa;;;1,820.00;111,990.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;Verde;;;1,820.00;111,990.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
batman;;;Medida;20;Color;Violeta;;;1,820.00;111,990.00;0.05;12.00;12.00;12.00;;imp-15;;;;;;;;;;;;
prusa-mini-original-preventa;"Prusa MINI+ Original  (Preventa)";"Impresoras 3D y Filamentos > Impresoras 3D, Impresoras 3D y Filamentos > Filamentos";;;;;;;130,000.00;110,000.00;11.00;40.00;40.00;40.00;2;;;SI;SI;"<p style=""text-align: center;""><strong>Preventa, entrega en Febrero/2021</strong></p>

<h2 class=""section-title text-center"" style=""box-sizing: border-box; font-family: Raleway, sans-serif; font-weight: 600; line-height: 40px; color: rgb(46, 46, 46); margin-top: 0px; margin-bottom: 15px; font-size: 36px; text-transform: uppercase; text-align: center; background-color: rgb(251, 251, 251);"">CARACTER&Iacute;STICAS</h2>

<h3 style=""box-sizing: border-box; font-family: Raleway, sans-serif; font-weight: 700; line-height: 22px; color: rgb(46, 46, 46); margin-top: 0px; margin-bottom: 10px; font-size: 16px; text-transform: uppercase; background-color: rgb(251, 251, 251);"">GRAN IMPRESORA EN UN CUERPO COMPACTO</h3>

<p><span style=""color: rgb(47, 47, 47); font-family: Raleway, sans-serif; font-size: 14px; background-color: rgb(251, 251, 251);"">Con 18x18x18 cm&nbsp;de volumen de impresi&oacute;n, la MINI+ es una impresora 3D completamente equipada. Sin finales de carrera, con Calibraci&oacute;n en Malla Autom&aacute;tica, boquillas intercambiables, conectividad en red, impresi&oacute;n USB y pantalla LCD en color, la MINI+ es una gran impresora en un cuerpo peque&ntilde;o.</span></p>

<h3 style=""box-sizing: border-box; font-family: Raleway, sans-serif; font-weight: 700; line-height: 22px; color: rgb(46, 46, 46); margin-top: 0px; margin-bottom: 10px; font-size: 16px; text-transform: uppercase; background-color: rgb(251, 251, 251);"">L&Aacute;MINAS DE IMPRESI&Oacute;N RETIRABLES</h3>

<p><span style=""color: rgb(47, 47, 47); font-family: Raleway, sans-serif; font-size: 14px; background-color: rgb(251, 251, 251);"">&iexcl;Retirar una pieza impresa nunca ha sido m&aacute;s f&aacute;cil! Con una base calefactable magn&eacute;tica y planchas de acero retirables, se pueden retirar las piezas impresas s&iacute;mplemente doblando la plancha de acero. La superficie es f&aacute;cil de mantener y viene en dos variantes: suave y texturizada.</span></p>

<h3 style=""box-sizing: border-box; font-family: Raleway, sans-serif; font-weight: 700; line-height: 22px; color: rgb(46, 46, 46); margin-top: 0px; margin-bottom: 10px; font-size: 16px; text-transform: uppercase; background-color: rgb(251, 251, 251);"">CARACTER&Iacute;STICAS INTELIGENTES + IMPRESI&Oacute;N DE UN SOLO CLIC</h3>

<p><span style=""color: rgb(47, 47, 47); font-family: Raleway, sans-serif; font-size: 14px; background-color: rgb(251, 251, 251);"">La nivelaci&oacute;n autom&aacute;tica de la cama de malla, el autodiagn&oacute;stico, las actualizaciones de firmware de Ethernet por aire ... la MINI+ est&aacute; repleta de tecnolog&iacute;a inteligente que hace que el proceso de impresi&oacute;n 3D sea muy f&aacute;cil. Inserta una unidad USB y confirma la selecci&oacute;n, &iexcl;la impresora har&aacute; el resto por t&iacute;!</span></p>

<h3 style=""box-sizing: border-box; font-family: Raleway, sans-serif; font-weight: 700; line-height: 22px; color: rgb(46, 46, 46); margin-top: 0px; margin-bottom: 10px; font-size: 16px; text-transform: uppercase; background-color: rgb(251, 251, 251);"">CONTROLADOR DE 32-BITS Y CARACTER&Iacute;STICAS DE SEGURIDAD</h3>

<p><span style=""color: rgb(47, 47, 47); font-family: Raleway, sans-serif; font-size: 14px; background-color: rgb(251, 251, 251);"">M&aacute;s potencia, m&aacute;s opciones. Nuestra placa hecha a medida de 32-bits &ldquo;Buddy&rdquo; con chips controladores de motor 2209 te da m&aacute;s por tu dinero. Casi puede hacer lo mismo que OctoPrint, incluyendo el software de gesti&oacute;n de granja (en una actualizaci&oacute;n pr&oacute;xima).</span></p>

<h3 style=""box-sizing: border-box; font-family: Raleway, sans-serif; font-weight: 700; line-height: 22px; color: rgb(46, 46, 46); margin-top: 0px; margin-bottom: 10px; font-size: 16px; text-transform: uppercase; background-color: rgb(251, 251, 251);"">TOTALMENTE COMPATIBLE CON PRUSASLICER</h3>

<p><span style=""color: rgb(47, 47, 47); font-family: Raleway, sans-serif; font-size: 14px; background-color: rgb(251, 251, 251);"">La MINI+ es totalmente compatible con nuestro propio software de laminado de c&oacute;digo abierto, PrusaSlicer. Esta herramienta rica en funciones y actualizada con frecuencia contiene todo lo que necesita para exportar archivos de impresi&oacute;n perfectos. Proporcionamos perfiles afinados para todos los materiales compatibles.</span></p>

<h3 style=""box-sizing: border-box; font-family: Raleway, sans-serif; font-weight: 700; line-height: 22px; color: rgb(46, 46, 46); margin-top: 0px; margin-bottom: 10px; font-size: 16px; text-transform: uppercase; background-color: rgb(251, 251, 251);"">SOPORTE TECNICO PREMIUM</h3>

<p><span style=""color: rgb(47, 47, 47); font-family: Raleway, sans-serif; font-size: 14px; background-color: rgb(251, 251, 251);"">Siempre estamos trabajando duro para ayudarlo a comenzar a imprimir lo antes posible. Nuestras impresoras vienen con instrucciones de montaje detalladas y un manual de impresi&oacute;n 3D. Ofrecemos soporte t&eacute;cnico 24/7 a trav&eacute;s de chat en vivo y correo electr&oacute;nico en 7 idiomas. Tambi&eacute;n puede utilizar nuestro foro comunitario y nuestra base de conocimientos.</span></p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p>&nbsp;</p>
";"prusa, prusa mini, prusa mini+, mini+, mini, fdm, impresion 3d, impresora3d, mardel3d, fff, impresora 3d, prusa original";;;Prusa;SI;;;
air-jordan;"Air Jordan";"Bustos y Figuras, EXCLUSIVOS";;;;;;;19,000.00;16,320.00;0.70;50.00;30.00;30.00;1;exclusivo-1;;SI;SI;"<p>Pieza &uacute;nica realizada a pedido con una demora entre 15 y 20 d&iacute;as. Mide 40 cm de alto, pintada a mano por Andr&eacute;s Crego (artista Posca) y se compone de 9 partes, combinando impresi&oacute;n en SLA para los brazos, zapatillas, cabeza y pelota; y FDM para cuerpo y base.</p>
";"jordan, air jordan, michael jordan, estatuilla, estatuilla jordan, estatuilla michael jodan";;;Mardel3D;SI;;;
kobe-bryant;"Kobe Bryant";"EXCLUSIVOS, Bustos y Figuras";;;;;;;17,000.00;15,423.00;1.00;30.00;15.00;15.00;1;exclusivo-10;;SI;SI;"<p>Pieza &uacute;nica realizada a pedido con una demora entre 20&nbsp;y 30 d&iacute;as. Tiene 30 cm de alto, sus partes estan impresas en SLA (exceptuando la base) y pintada a mano por Andres Crego</p>
";;;;;SI;;;
Stormbreaker-Thor;"Stormbreaker Thor";"Bustos y Figuras, EXCLUSIVOS";;;;;;;7,000.00;;0.00;0.00;0.00;0.00;1;exclusivo-8;;NO;NO;"Impresión 3D intervenida por artista Marplatense. Pieza única donde se combino aerógrafo, acrilico y barniz para protección y terminación satinada. Consultanos por distintos tamaños ";;;;Mardel3D;SI;;;
carnero-low-poly;"Carnero Low Poly";Animales;Color;Blanco;;;;;6,600.00;;0.77;12.00;12.00;12.00;;imp-66;;NO;NO;"<p>La medida proporcionada, es el&nbsp;tama&ntilde;o&nbsp;total de la impresi&oacute;n.</p>

<p><br />
&iexcl;Trabajamos a pedido! Demoramos entre 24 y 96 hs en realizar tu impresi&oacute;n. Consultanos por distintos tama&ntilde;os, personalizaciones u otros dise&ntilde;os. Tambien realizamos trabajos de pintura (ver categoria &quot;EXCLUSIVOS&quot;)</p>

<p>&nbsp;</p>

<p>Material: PLA&nbsp;</p>

<p>Impresiones realizadas en Mar del Plata.</p>
";"impresion 3d, mardel3d, 3d, mar del plata impresion 3d";;;Mardel3D;SI;;;
carnero-low-poly;;;Color;Negro;;;;;6,600.00;;0.77;12.00;12.00;12.00;;imp-66;;;;;;;;;;;;
carnero-low-poly;;;Color;Acqua;;;;;6,600.00;;0.77;12.00;12.00;12.00;;imp-66;;;;;;;;;;;;
carnero-low-poly;;;Color;Amarillo;;;;;6,600.00;;0.77;12.00;12.00;12.00;;imp-66;;;;;;;;;;;;
carnero-low-poly;;;Color;Bordó;;;;;6,400.00;;0.77;0.00;0.00;0.00;;imp-66;;;;;;;;;;;;
carnero-low-poly;;;Color;Azul;;;;;6,600.00;;0.77;12.00;12.00;12.00;;imp-66;;;;;;;;;;;;
carnero-low-poly;;;Color;Celeste;;;;;6,600.00;;0.77;12.00;12.00;12.00;;imp-66;;;;;;;;;;;;
carnero-low-poly;;;Color;Chocolate;;;;;6,600.00;;0.77;12.00;12.00;12.00;;imp-66;;;;;;;;;;;;
carnero-low-poly;;;Color;Cobalto;;;;;6,600.00;;0.77;12.00;12.00;12.00;;imp-66;;;;;;;;;;;;
carnero-low-poly;;;Color;Cobre;;;;;6,600.00;;0.77;12.00;12.00;12.00;;imp-66;;;;;;;;;;;;
carnero-low-poly;;;Color;Dorado;;;;;6,600.00;;0.77;12.00;12.00;12.00;;imp-66;;;;;;;;;;;;
carnero-low-poly;;;Color;Fucsia;;;;;6,600.00;;0.77;12.00;12.00;12.00;;imp-66;;;;;;;;;;;;
carnero-low-poly;;;Color;Gris;;;;;6,600.00;;0.77;12.00;12.00;12.00;;imp-66;;;;;;;;;;;;
carnero-low-poly;;;Color;"Gris Claro";;;;;6,600.00;;0.77;12.00;12.00;12.00;;imp-66;;;;;;;;;;;;
carnero-low-poly;;;Color;"Gris Metalizado";;;;;6,600.00;;0.77;12.00;12.00;12.00;;imp-66;;;;;;;;;;;;
carnero-low-poly;;;Color;"Natural Traslúcido";;;;;4,400.00;;0.77;0.00;0.00;0.00;;imp-66;;;;;;;;;;;;
carnero-low-poly;;;Color;Kriptonita;;;;;6,600.00;;0.77;12.00;12.00;12.00;;imp-66;;;;;;;;;;;;
carnero-low-poly;;;Color;Naranja;;;;;6,600.00;;0.77;12.00;12.00;12.00;;imp-66;;;;;;;;;;;;
carnero-low-poly;;;Color;Piedra;;;;;6,400.00;;0.00;0.00;0.00;0.00;;imp-66;;;;;;;;;;;;
carnero-low-poly;;;Color;Rojo;;;;;6,600.00;;0.77;12.00;12.00;12.00;;imp-66;;;;;;;;;;;;
carnero-low-poly;;;Color;Rosa;;;;;6,600.00;;0.77;12.00;12.00;12.00;;imp-66;;;;;;;;;;;;
carnero-low-poly;;;Color;Verde;;;;;6,600.00;;0.77;12.00;12.00;12.00;;imp-66;;;;;;;;;;;;
carnero-low-poly;;;Color;Violeta;;;;;6,600.00;;0.77;12.00;12.00;12.00;;imp-66;;;;;;;;;;;;
yoda;Yoda;"Bustos y Figuras, EXCLUSIVOS";Medida;17;;;;;6,500.00;;0.09;12.00;12.00;12.00;1;;;SI;NO;"<p><span style=""color: rgb(34, 34, 34); font-family: Montserrat, sans-serif; font-size: 14px;"">Pieza &uacute;nica realizada a pedido con una demora entre 15 y 20 d&iacute;as. </span></p>

<p><span style=""color: rgb(34, 34, 34); font-family: Montserrat, sans-serif; font-size: 14px;"">Mide 17&nbsp;cm de alto, pintada a mano por Andr&eacute;s Crego (artista Posca)&nbsp;</span></p>

<p>&nbsp;</p>

<p>Material: PLA&nbsp;</p>

<p>Impresiones realizadas en Mar del Plata.</p>
";"impresion 3d, mardel3d, 3d, mar del plata impresion 3d";;;Mardel3D;SI;;;
elefante-low-poly;"Elefante Low Poly";Animales;Color;Blanco;;;;;3,950.00;;0.40;12.00;12.00;12.00;;imp-54;;SI;NO;"<p>La medida proporcionada, es el&nbsp;tama&ntilde;o&nbsp;total de la impresi&oacute;n.</p>

<p><br />
&iexcl;Trabajamos a pedido! Demoramos entre 24 y 96 hs en realizar tu impresi&oacute;n. Consultanos por distintos tama&ntilde;os, personalizaciones u otros dise&ntilde;os. Tambien realizamos trabajos de pintura (ver categoria &quot;EXCLUSIVOS&quot;)</p>

<p>&nbsp;</p>

<p>Material: PLA&nbsp;</p>

<p>Impresiones realizadas en Mar del Plata.</p>
";"impresion 3d, mardel3d, 3d, mar del plata impresion 3d";;;Mardel3D;SI;;;
elefante-low-poly;;;Color;Negro;;;;;3,950.00;;0.40;12.00;12.00;12.00;;imp-54;;;;;;;;;;;;
elefante-low-poly;;;Color;Acqua;;;;;3,950.00;;0.40;12.00;12.00;12.00;;imp-54;;;;;;;;;;;;
elefante-low-poly;;;Color;Amarillo;;;;;3,950.00;;0.40;12.00;12.00;12.00;;imp-54;;;;;;;;;;;;
elefante-low-poly;;;Color;Azul;;;;;3,950.00;;0.40;12.00;12.00;12.00;;imp-54;;;;;;;;;;;;
elefante-low-poly;;;Color;Celeste;;;;;3,950.00;;0.40;12.00;12.00;12.00;;imp-54;;;;;;;;;;;;
elefante-low-poly;;;Color;Chocolate;;;;;3,950.00;;0.40;12.00;12.00;12.00;;imp-54;;;;;;;;;;;;
elefante-low-poly;;;Color;Cobalto;;;;;3,950.00;;0.40;12.00;12.00;12.00;;imp-54;;;;;;;;;;;;
elefante-low-poly;;;Color;Cobre;;;;;3,950.00;;0.40;12.00;12.00;12.00;;imp-54;;;;;;;;;;;;
elefante-low-poly;;;Color;Dorado;;;;;3,950.00;;0.40;12.00;12.00;12.00;;imp-54;;;;;;;;;;;;
elefante-low-poly;;;Color;Fucsia;;;;;3,950.00;;0.40;12.00;12.00;12.00;;imp-54;;;;;;;;;;;;
elefante-low-poly;;;Color;Gris;;;;;3,950.00;;0.40;12.00;12.00;12.00;;imp-54;;;;;;;;;;;;
elefante-low-poly;;;Color;"Gris Claro";;;;;3,950.00;;0.40;12.00;12.00;12.00;;imp-54;;;;;;;;;;;;
elefante-low-poly;;;Color;"Gris Metalizado";;;;;3,950.00;;0.40;12.00;12.00;12.00;;imp-54;;;;;;;;;;;;
elefante-low-poly;;;Color;Kriptonita;;;;;3,950.00;;0.40;12.00;12.00;12.00;;imp-54;;;;;;;;;;;;
elefante-low-poly;;;Color;Naranja;;;;;3,950.00;;0.40;12.00;12.00;12.00;;imp-54;;;;;;;;;;;;
elefante-low-poly;;;Color;Piedra;;;;;3,480.00;;0.00;0.00;0.00;0.00;;imp-54;;;;;;;;;;;;
elefante-low-poly;;;Color;Rojo;;;;;3,950.00;;0.40;12.00;12.00;12.00;;imp-54;;;;;;;;;;;;
elefante-low-poly;;;Color;Rosa;;;;;3,950.00;;0.40;12.00;12.00;12.00;;imp-54;;;;;;;;;;;;
elefante-low-poly;;;Color;Verde;;;;;3,950.00;;0.40;12.00;12.00;12.00;;imp-54;;;;;;;;;;;;
elefante-low-poly;;;Color;Violeta;;;;;3,950.00;;0.40;12.00;12.00;12.00;;imp-54;;;;;;;;;;;;
robert-plant-7;"Robert Plant 7";"Jardín > Macetas > Robert Plant";Medida;8;Color;Blanco;;;450.00;;0.04;12.00;12.00;12.00;;imp-36;;SI;NO;"<p>La medida proporcionada, es el&nbsp;tama&ntilde;o&nbsp;total de la impresi&oacute;n.</p>

<p>8: 8cm alto x 5,5cm di&aacute;metro<br />
10: 10cm alto x 7cm di&aacute;metro&nbsp;<br />
12: 12cm alto x 9 cm di&aacute;metro<br />
15: 15cm alto x 11cm di&aacute;metro<br />
17: 17cm alto x 13cm di&aacute;metro<br />
<br />
&iexcl;Trabajamos a pedido! Demoramos entre 24 y 96 hs en realizar tu impresi&oacute;n. Consultanos por distintos tama&ntilde;os, personalizaciones u otros dise&ntilde;os. Tambien realizamos trabajos de pintura (ver categoria &quot;EXCLUSIVOS&quot;)</p>

<p>&nbsp;</p>

<p>Material: PLA&nbsp;</p>

<p>Impresiones realizadas en Mar del Plata.</p>
";"impresion 3d, mardel3d, 3d, mar del plata impresion 3d";;;Mardel3D;SI;;;
robert-plant-7;;;Medida;8;Color;Negro;;;450.00;;0.04;12.00;12.00;12.00;;imp-36;;;;;;;;;;;;
robert-plant-7;;;Medida;8;Color;Amarillo;;;450.00;;0.04;12.00;12.00;12.00;;imp-36;;;;;;;;;;;;
robert-plant-7;;;Medida;8;Color;Azul;;;450.00;;0.04;12.00;12.00;12.00;;imp-36;;;;;;;;;;;;
robert-plant-7;;;Medida;8;Color;Celeste;;;450.00;;0.04;12.00;12.00;12.00;;imp-36;;;;;;;;;;;;
robert-plant-7;;;Medida;8;Color;Chocolate;;;450.00;;0.04;12.00;12.00;12.00;;imp-36;;;;;;;;;;;;
robert-plant-7;;;Medida;8;Color;Cobalto;;;450.00;;0.04;12.00;12.00;12.00;;imp-36;;;;;;;;;;;;
robert-plant-7;;;Medida;8;Color;Cobre;;;450.00;;0.04;12.00;12.00;12.00;;imp-36;;;;;;;;;;;;
robert-plant-7;;;Medida;8;Color;Dorado;;;450.00;;0.04;12.00;12.00;12.00;;imp-36;;;;;;;;;;;;
robert-plant-7;;;Medida;8;Color;Fucsia;;;450.00;;0.04;12.00;12.00;12.00;;imp-36;;;;;;;;;;;;
robert-plant-7;;;Medida;8;Color;Gris;;;450.00;;0.04;12.00;12.00;12.00;;imp-36;;;;;;;;;;;;
robert-plant-7;;;Medida;8;Color;"Gris Claro";;;450.00;;0.04;12.00;12.00;12.00;;imp-36;;;;;;;;;;;;
robert-plant-7;;;Medida;8;Color;Kriptonita;;;450.00;;0.04;12.00;12.00;12.00;;imp-36;;;;;;;;;;;;
robert-plant-7;;;Medida;8;Color;Naranja;;;450.00;;0.04;12.00;12.00;12.00;;imp-36;;;;;;;;;;;;
robert-plant-7;;;Medida;8;Color;Rojo;;;450.00;;0.04;12.00;12.00;12.00;;imp-36;;;;;;;;;;;;
robert-plant-7;;;Medida;8;Color;Piedra;;;460.00;;0.00;0.00;0.00;0.00;;imp-36;;;;;;;;;;;;
robert-plant-7;;;Medida;8;Color;Verde;;;450.00;;0.04;12.00;12.00;12.00;;imp-36;;;;;;;;;;;;
robert-plant-7;;;Medida;8;Color;Violeta;;;450.00;;0.04;12.00;12.00;12.00;;imp-36;;;;;;;;;;;;
robert-plant-7;;;Medida;10;Color;Blanco;;;620.00;;0.04;12.00;12.00;12.00;;imp-36;;;;;;;;;;;;
robert-plant-7;;;Medida;10;Color;Negro;;;620.00;;0.04;12.00;12.00;12.00;;imp-36;;;;;;;;;;;;
robert-plant-7;;;Medida;10;Color;Amarillo;;;620.00;;0.04;12.00;12.00;12.00;;imp-36;;;;;;;;;;;;
